Position;Songtitel;Künstler;Streams;Datum;Genre;Jahr;Monat;Tag;Anzahl der Genre;Genre 1;Genre 2;Genre 3;Genre 4;Genre 5;Genre 6;Genre 7;Genre 8;Genre 9;Genre 10;Classical;Country;Dance Music, Techno and House;Downtempo and Ambient;Folk;Heavy Metal;Industrial and Gothic;Jazz;Latin American music;Lo-Fi;Pop;R&B;Rap and Hip-Hop;Reggae;Rock;Utility;World
1;bad guy;Billie Eilish;5336300;2019-05-01;;2019;5;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2;ME! (feat. Brendon Urie of Panic! At The Disco);Taylor Swift;4207421;2019-05-01;;2019;5;1;2;pop;post-teen pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3;Old Town Road (feat. Billy Ray Cyrus) - Remix;Lil Nas X;4140915;2019-05-01;;2019;5;1;2;lgbtq+ hip hop;pop rap;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
4;Old Town Road;Lil Nas X;3187760;2019-05-01;;2019;5;1;2;lgbtq+ hip hop;pop rap;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
5;SOS;Avicii;2981763;2019-05-01;;2019;5;1;4;edm;pop dance;pop;dance pop;;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6;Con Calma;Daddy Yankee;2964160;2019-05-01;;2019;5;1;4;reggaeton;latin;latin hip hop;trap latino;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
7;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;2764126;2019-05-01;;2019;5;1;3;dfw rap;melodic rap;rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
8;7 rings;Ariana Grande;2761858;2019-05-01;;2019;5;1;3;pop;post-teen pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
9;Sucker;Jonas Brothers;2561211;2019-05-01;;2019;5;1;5;post-teen pop;pop;boy band;dance pop;pop rock;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
10;Boy With Luv (feat. Halsey);BTS;2545025;2019-05-01;;2019;5;1;2;k-pop boy group;k-pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11;Talk (feat. Disclosure);Khalid;2511090;2019-05-01;;2019;5;1;1;pop;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
12;bury a friend;Billie Eilish;2250967;2019-05-01;;2019;5;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13;Shallow;Lady Gaga;2178846;2019-05-01;;2019;5;1;3;pop;post-teen pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14;Wow.;Post Malone;2134419;2019-05-01;;2019;5;1;3;dfw rap;melodic rap;rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
15;Don't Call Me Up;Mabel;2064620;2019-05-01;;2019;5;1;7;uk pop;pop;dance pop;post-teen pop;pop dance;tropical house;edm;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
16;when the party's over;Billie Eilish;1955112;2019-05-01;;2019;5;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
17;Kill This Love;BLACKPINK;1899008;2019-05-01;;2019;5;1;2;k-pop girl group;k-pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
18;Pa Mí - Remix;Dalex;1871807;2019-05-01;;2019;5;1;4;r&b en espanol;trap latino;reggaeton;latin;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
19;wish you were gay;Billie Eilish;1870359;2019-05-01;;2019;5;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
20;HP;Maluma;1861159;2019-05-01;;2019;5;1;3;reggaeton colombiano;reggaeton;latin;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
21;Calma - Remix;Pedro Capó;1854667;2019-05-01;;2019;5;1;3;puerto rican pop;latin pop;latin;;;;;;;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
22;Sweet but Psycho;Ava Max;1808708;2019-05-01;;2019;5;1;3;pop;dance pop;post-teen pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
23;Here With Me;Marshmello;1787077;2019-05-01;;2019;5;1;5;brostep;pop;progressive electro house;pop dance;edm;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
24;Happier;Marshmello;1760541;2019-05-01;;2019;5;1;5;brostep;pop;progressive electro house;pop dance;edm;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
25;Swervin (feat. 6ix9ine);A Boogie Wit da Hoodie;1704251;2019-05-01;;2019;5;1;4;melodic rap;rap;trap;pop rap;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
26;Dancing With A Stranger (with Normani);Sam Smith;1677069;2019-05-01;;2019;5;1;4;pop;uk pop;post-teen pop;dance pop;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27;Verte Ir;DJ Luian;1672796;2019-05-01;;2019;5;1;5;trap latino;reggaeton flow;reggaeton;latin hip hop;latin;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
28;Without Me;Halsey;1672398;2019-05-01;;2019;5;1;6;pop;etherpop;post-teen pop;electropop;dance pop;indie poptimism;;;;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
29;MIDDLE CHILD;J. Cole;1656279;2019-05-01;;2019;5;1;4;north carolina hip hop;conscious hip hop;rap;hip hop;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
30;Tal Vez;Paulo Londra;1617740;2019-05-01;;2019;5;1;3;argentine hip hop;trap argentino;trap latino;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
31;Con Altura;ROSALÍA;1616731;2019-05-01;;2019;5;1;1;r&b en espanol;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
32;Te Robaré;Nicky Jam;1585167;2019-05-01;;2019;5;1;4;latin;reggaeton;latin hip hop;trap latino;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
33;i'm so tired...;Lauv;1580395;2019-05-01;;2019;5;1;4;pop;post-teen pop;electropop;dance pop;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
34;lovely;Billie Eilish;1561963;2019-05-01;;2019;5;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
35;thank u, next;Ariana Grande;1547698;2019-05-01;;2019;5;1;3;pop;post-teen pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
36;Earth;Lil Dicky;1540930;2019-05-01;;2019;5;1;3;comedy rap;pop rap;rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
37;break up with your girlfriend, i'm bored;Ariana Grande;1523951;2019-05-01;;2019;5;1;3;pop;post-teen pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
38;Secreto;Anuel AA;1520523;2019-05-01;;2019;5;1;5;trap boricua;trap latino;reggaeton;reggaeton flow;latin;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
39;Let Me Down Slowly;Alec Benjamin;1494611;2019-05-01;;2019;5;1;3;alt z;pop;electropop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
40;On My Way;Alan Walker;1478829;2019-05-01;;2019;5;1;2;pop dance;electro house;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;Sanguine Paradise;Lil Uzi Vert;1447194;2019-05-01;;2019;5;1;4;melodic rap;philly rap;rap;trap;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
42;High Hopes;Panic! At The Disco;1443400;2019-05-01;;2019;5;1;3;baroque pop;emo;modern rock;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
43;So Am I;Ava Max;1426487;2019-05-01;;2019;5;1;3;pop;dance pop;post-teen pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
44;Going Bad (feat. Drake);Meek Mill;1423662;2019-05-01;;2019;5;1;6;rap;philly rap;trap;pop rap;southern hip hop;hip hop;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
45;Someone You Loved;Lewis Capaldi;1402520;2019-05-01;;2019;5;1;2;uk pop;pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
46;Truth Hurts;Lizzo;1359188;2019-05-01;;2019;5;1;7;minnesota hip hop;pop;trap queen;pop rap;escape room;dance pop;post-teen pop;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
47;Murder On My Mind;YNW Melly;1316344;2019-05-01;;2019;5;1;2;melodic rap;trap;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
48;you should see me in a crown;Billie Eilish;1269385;2019-05-01;;2019;5;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
49;Walk Me Home;P!nk;1265587;2019-05-01;;2019;5;1;3;pop;dance pop;post-teen pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
50;Baila Baila Baila;Ozuna;1260966;2019-05-01;;2019;5;1;4;puerto rican pop;trap latino;reggaeton;latin;;;;;;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
51;Eastside (with Halsey & Khalid);benny blanco;1256512;2019-05-01;;2019;5;1;4;pop;pop rap;electropop;pop dance;;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
52;Power is Power;SZA;1244477;2019-05-01;;2019;5;1;3;pop;r&b;pop rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
53;Paradise;Bazzi;1239825;2019-05-01;;2019;5;1;5;pop;post-teen pop;dance pop;electropop;pop rap;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
54;"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")";Kygo;1234278;2019-05-01;;2019;5;1;4;tropical house;pop dance;pop;edm;;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
55;Piece Of Your Heart;MEDUZA;1230375;2019-05-01;;2019;5;1;5;pop house;pop dance;tropical house;edm;dance pop;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
56;Who Do You Love;The Chainsmokers;1226018;2019-05-01;;2019;5;1;6;pop;pop dance;tropical house;edm;electropop;dance pop;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
57;Vossi Bop;Stormzy;1210615;2019-05-01;;2019;5;1;2;grime;uk hip hop;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
58;Better;Khalid;1210513;2019-05-01;;2019;5;1;1;pop;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
59;Pure Water (with Migos);Mustard;1205948;2019-05-01;;2019;5;1;6;rap;pop rap;trap;cali rap;southern hip hop;hip hop;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
60;Taki Taki (with Selena Gomez, Ozuna & Cardi B);DJ Snake;1201445;2019-05-01;;2019;5;1;6;pop;electronic trap;dance pop;edm;pop dance;pop rap;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
61;Better Now;Post Malone;1189755;2019-05-01;;2019;5;1;3;dfw rap;melodic rap;rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
62;Te Vi;Piso 21;1189390;2019-05-01;;2019;5;1;6;reggaeton colombiano;colombian pop;reggaeton;trap latino;latin;latin pop;;;;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
63;Bohemian Rhapsody - Remastered 2011;Queen;1164594;2019-05-01;;2019;5;1;3;glam rock;classic rock;rock;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
64;all the good girls go to hell;Billie Eilish;1162216;2019-05-01;;2019;5;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
65;my strange addiction;Billie Eilish;1136286;2019-05-01;;2019;5;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
66;SICKO MODE;Travis Scott;1128548;2019-05-01;;2019;5;1;2;slap house;rap;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
67;MIA (feat. Drake);Bad Bunny;1126680;2019-05-01;;2019;5;1;3;trap latino;reggaeton;latin;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
68;Be Alright;Dean Lewis;1117322;2019-05-01;;2019;5;1;5;indie cafe pop;pop;australian pop;pop rock;post-teen pop;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
69;Outta My Head (with John Mayer);Khalid;1113772;2019-05-01;;2019;5;1;1;pop;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
70;Desconocidos;Mau y Ricky;1100134;2019-05-01;;2019;5;1;5;pop venezolano;reggaeton;trap latino;latin pop;latin;;;;;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
71;Contra La Pared;Sean Paul;1096134;2019-05-01;;2019;5;1;4;dance pop;dancehall;pop rap;pop;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
72;rockstar (feat. 21 Savage);Post Malone;1088529;2019-05-01;;2019;5;1;3;dfw rap;melodic rap;rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
73;Giant (with Rag'n'Bone Man);Calvin Harris;1078971;2019-05-01;;2019;5;1;8;uk dance;pop;dance pop;edm;house;progressive house;pop dance;electro house;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
74;3 Nights;Dominic Fike;1078405;2019-05-01;;2019;5;1;3;alternative pop rock;pop;pop rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
75;Girls Like You (feat. Cardi B);Maroon 5;1049746;2019-05-01;;2019;5;1;2;pop;pop rock;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
76;xanny;Billie Eilish;1049174;2019-05-01;;2019;5;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
77;Adan y Eva;Paulo Londra;1026288;2019-05-01;;2019;5;1;3;argentine hip hop;trap argentino;trap latino;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
78;Lucid Dreams;Juice WRLD;1022213;2019-05-01;;2019;5;1;2;melodic rap;chicago rap;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
79;Light It Up (with Tyga & Chris Brown);Marshmello;1013879;2019-05-01;;2019;5;1;5;brostep;pop;progressive electro house;pop dance;edm;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
80;Otro Trago;Sech;1012933;2019-05-01;;2019;5;1;4;panamanian pop;trap latino;reggaeton;latin;;;;;;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
