Position;Songtitel;Künstler;Streams;Datum;Genre;Jahr;Monat;Tag;Anzahl der Genre;Genre 1;Genre 2;Genre 3;Genre 4;Genre 5;Genre 6;Genre 7;Genre 8;Genre 9;Genre 10;Classical;Country;Dance Music, Techno and House;Downtempo and Ambient;Folk;Heavy Metal;Industrial and Gothic;Jazz;Latin American music;Lo-Fi;Pop;R&B;Rap and Hip-Hop;Reggae;Rock;Utility;World
1;Dance Monkey;Tones And I;6155025;2020-01-01;;2020;1;1;2;australian pop;pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2;ROXANNE;Arizona Zervas;4133489;2020-01-01;;2020;1;1;2;rhode island rap;pop rap;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
3;Tusa;KAROL G;4017964;2020-01-01;;2020;1;1;4;reggaeton colombiano;trap latino;reggaeton;latin;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
4;Circles;Post Malone;3283180;2020-01-01;;2020;1;1;3;dfw rap;melodic rap;rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5;Memories;Maroon 5;3127585;2020-01-01;;2020;1;1;2;pop;pop rock;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
6;Falling;Trevor Daniel;2993746;2020-01-01;;2020;1;1;3;melodic rap;pop rap;alternative r&b;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
7;Don't Start Now;Dua Lipa;2992597;2020-01-01;;2020;1;1;3;uk pop;pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
8;RITMO (Bad Boys For Life);Black Eyed Peas;2980775;2020-01-01;;2020;1;1;3;dance pop;pop rap;pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
9;Señorita;Shawn Mendes;2873805;2020-01-01;;2020;1;1;5;pop;canadian pop;viral pop;post-teen pop;dance pop;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
10;Blinding Lights;The Weeknd;2830968;2020-01-01;;2020;1;1;3;canadian pop;canadian contemporary r&b;pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
11;The Box;Roddy Ricch;2715653;2020-01-01;;2020;1;1;3;melodic rap;rap;trap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
12;bad guy;Billie Eilish;2564016;2020-01-01;;2020;1;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13;everything i wanted;Billie Eilish;2477644;2020-01-01;;2020;1;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14;Someone You Loved;Lewis Capaldi;2356916;2020-01-01;;2020;1;1;2;uk pop;pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
15;Adore You;Harry Styles;2019758;2020-01-01;;2020;1;1;2;pop;post-teen pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
16;Vete;Bad Bunny;1951124;2020-01-01;;2020;1;1;3;trap latino;reggaeton;latin;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
17;My Oh My (feat. DaBaby);Camila Cabello;1934870;2020-01-01;;2020;1;1;4;pop;post-teen pop;dance pop;electropop;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
18;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;1884725;2020-01-01;;2020;1;1;3;dfw rap;melodic rap;rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
19;hot girl bummer;blackbear;1870095;2020-01-01;;2020;1;1;4;pop rap;pop;electropop;modern rock;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
20;China;Anuel AA;1861342;2020-01-01;;2020;1;1;5;trap boricua;trap latino;reggaeton;reggaeton flow;latin;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
21;Lose You To Love Me;Selena Gomez;1819647;2020-01-01;;2020;1;1;3;pop;post-teen pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
22;BOP;DaBaby;1798728;2020-01-01;;2020;1;1;2;north carolina hip hop;rap;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
