genres;main_genre;;;
oth indie;Pop;;;
icelandic jazz;Jazz;;;
pakistani electronic;Dance Music, Techno and House;;;
backing track;Not_assignable;;;
progressive breaks;Dance Music, Techno and House;;;
bulgarian electronic;Dance Music, Techno and House;;;
cornish folk;Folk;;;
grunneger muziek;Not_assignable;;;
gospel blues;Jazz;;;
blues-rock guitar;Rock;;;
anthem;Utility;;;
cardiff indie;Pop;;;
indian metal;Heavy Metal;;;
jazz orchestra;Jazz;;;
mexican hardcore;Rock;;;
scottish americana;Not_assignable;;;
native american spiritual;Utility;;;
actors;Not_assignable;;;
spanish electropop;Pop;;;
poznan indie;Pop;;;
indie salvadoreno;Pop;;;
pasodobles;Latin American music;;;
glitch beats;Lo-Fi;;;
kaseko;Utility;;;
deep psytrance;Dance Music, Techno and House;;;
spanish progressive rock;Rock;;;
epic black metal;Heavy Metal;;;
balkan folk metal;Heavy Metal;;;
swahili gospel;Utility;;;
italian stoner rock;Rock;;;
mexican death metal;Heavy Metal;;;
denver rap;Rap and Hip-Hop;;;
mizo pop;Pop;;;
tennessee experimental;Not_assignable;;;
musica cearense;Utility;;;
icelandic black metal;Heavy Metal;;;
italian library music;Not_assignable;;;
deep discofox;Not_assignable;;;
persian neo-traditional;Utility;;;
lampung indie;Pop;;;
finnish blues;Jazz;;;
basque folk;Folk;;;
malayalam worship;Utility;;;
jug band;Country;;;
minimal dubstep;Dance Music, Techno and House;;;
canadian black metal;Heavy Metal;;;
aikatsu;Not_assignable;;;
garage rock mexicano;Rock;;;
mexican traditional;Utility;;;
german rockabilly;Rock;;;
aggro chileno;Not_assignable;;;
traditional rockabilly;Rock;;;
vocal ensemble;Not_assignable;;;
musica tradicional dominicana;Utility;;;
deep downtempo fusion;Downtempo and Ambient;;;
panamanian indie;Pop;;;
finnish jazz;Jazz;;;
finnish folk;Folk;;;
cumbia funk;R&B;;;
deep deep house;Dance Music, Techno and House;;;
japanese classical performance;Utility;;;
musica andorra;Folk;;;
death industrial;Industrial and Gothic;;;
dub poetry;Dance Music, Techno and House;;;
bornehistorier;Not_assignable;;;
rock caipira;Rock;;;
indian violin;Not_assignable;;;
rap abc paulista;Rap and Hip-Hop;;;
kuduro antigo;Not_assignable;;;
zim hip hop;Rap and Hip-Hop;;;
musica etnica;Folk;;;
whale song;Not_assignable;;;
russian classical piano;Classical;;;
finnish post-punk;Rock;;;
bluegrass fiddle;Country;;;
portuguese techno;Dance Music, Techno and House;;;
georgian pop;Pop;;;
musica calabrese;Utility;;;
fado de coimbra;Utility;;;
old-time fiddle;Folk;;;
thai metal;Heavy Metal;;;
bloco;Reggae;;;
israeli metal;Heavy Metal;;;
acousmatic;Not_assignable;;;
viola da gamba;Not_assignable;;;
gabonese pop;Pop;;;
polka;Utility;;;
indian percussion;Not_assignable;;;
ambient industrial;Downtempo and Ambient;;;
mongolian folk;Folk;;;
slovenian metal;Heavy Metal;;;
punk mexicano;Rock;;;
missouri indie;Pop;;;
jain bhajan;Not_assignable;;;
chinese metalcore;Heavy Metal;;;
musica feirense;Not_assignable;;;
heavy psych;Rock;;;
xitsonga pop;Pop;;;
classical jazz fusion;Jazz;;;
indie pop rock;Rock;;;
slovak indie;Pop;;;
australian jazz;Jazz;;;
michigan folk;Folk;;;
taiwan classical performance;Utility;;;
cocuk masallari;Not_assignable;;;
austrian techno;Dance Music, Techno and House;;;
west-vlaamse hip hop;Rap and Hip-Hop;;;
icelandic punk;Rock;;;
belgian blues;Jazz;;;
pops orchestra;Classical;;;
frankfurt indie;Pop;;;
rio grande do sul indie;Pop;;;
deep melodic hard rock;Rock;;;
algerian folk;Folk;;;
paraguayan indie;Pop;;;
salay;Not_assignable;;;
choro contemporaneo;Not_assignable;;;
australian techno;Dance Music, Techno and House;;;
cuatro puertorriqueno;Not_assignable;;;
nueva ola peruana;Not_assignable;;;
peruvian metal;Heavy Metal;;;
mexican experimental;Not_assignable;;;
scottish indie folk;Folk;;;
bohemian baroque;Classical;;;
north dakota indie;Pop;;;
portuguese black metal;Heavy Metal;;;
maracatu;Utility;;;
steel guitar;Not_assignable;;;
fallen angel;Not_assignable;;;
kinderchor;Not_assignable;;;
rap potiguar;Rap and Hip-Hop;;;
italian experimental;Not_assignable;;;
telugu worship;Utility;;;
prank;Not_assignable;;;
mluvene slovo;Rap and Hip-Hop;;;
greek techno;Dance Music, Techno and House;;;
deep german punk;Rock;;;
scottish fiddle;Not_assignable;;;
son jarocho;Latin American music;;;
jazzcore;Heavy Metal;;;
punjabi folk;Folk;;;
macedonian electronic;Dance Music, Techno and House;;;
khmer;Utility;;;
mexican classical;Classical;;;
maloya;Pop;;;
free folk;Folk;;;
siberian folk;Folk;;;
belgian black metal;Heavy Metal;;;
industrial black metal;Heavy Metal;;;
danish experimental;Not_assignable;;;
taiwanese pop;Pop;;;
yoruba worship;Utility;;;
samba gospel;Utility;;;
japanoise;Not_assignable;;;
swedish fiddle;Not_assignable;;;
via;Not_assignable;;;
kashmiri pop;Pop;;;
wellington indie;Pop;;;
nisiotika;Utility;;;
muzica populara;Utility;;;
scottish gaelic folk;Folk;;;
historically informed performance;Classical;;;
classic eurovision;Not_assignable;;;
austrian jazz;Jazz;;;
cape breton folk;Folk;;;
brass band brasileiro;Utility;;;
iowa indie;Pop;;;
kyrgyz pop;Pop;;;
swedish classical;Classical;;;
psicodelia mexicana;Rock;;;
deep new wave;Rock;;;
power noise;Pop;;;
deep melodic death metal;Heavy Metal;;;
british brass band;Utility;;;
metal catala;Heavy Metal;;;
portuguese jazz;Jazz;;;
derry indie;Pop;;;
polish psychedelia;Rock;;;
cuban funk;R&B;;;
lapland hip hop;Rap and Hip-Hop;;;
swiss country;Utility;;;
hard glam;Heavy Metal;;;
german hardcore;Not_assignable;;;
krajiska muzika;Not_assignable;;;
norwegian hardcore;Not_assignable;;;
australian post-punk;Rock;;;
black speed metal;Heavy Metal;;;
bandolim;Not_assignable;;;
haur kantak;Not_assignable;;;
spanish renaissance;Classical;;;
tanzlmusi;Not_assignable;;;
baltic folk;Folk;;;
musica colombiana instrumental;Utility;;;
assyrian pop;Pop;;;
techno argentina;Dance Music, Techno and House;;;
nz jazz;Jazz;;;
geinin song;Not_assignable;;;
medway sound;Not_assignable;;;
metal paranaense;Heavy Metal;;;
nz hardcore;Not_assignable;;;
burundian pop;Pop;;;
classical trombone;Classical;;;
russian contemporary classical;Classical;;;
taiwan metal;Heavy Metal;;;
narodno zabavna;Utility;;;
university choir;Not_assignable;;;
salzburg indie;Pop;;;
melodic doom;Heavy Metal;;;
houston indie;Pop;;;
chaabi algerien;Utility;;;
finnish tango;Latin American music;;;
italian classical piano;Classical;;;
juju;Utility;;;
idol game;Not_assignable;;;
nohay;Reggae;;;
kenyan drill;Rap and Hip-Hop;;;
yowapeda;Not_assignable;;;
classical organ;Classical;;;
deep r&b;R&B;;;
greek indie rock;Rock;;;
kabyle moderne;Not_assignable;;;
musica wixarika;Latin American music;;;
norwegian folk;Folk;;;
deep progressive house;Dance Music, Techno and House;;;
drama;Not_assignable;;;
south carolina metal;Heavy Metal;;;
merida indie;Pop;;;
unblack metal;Heavy Metal;;;
fussball;Not_assignable;;;
musica campista;Not_assignable;;;
dusseldorf indie;Pop;;;
string quartet;Classical;;;
folk siciliana;Folk;;;
covertrance;Dance Music, Techno and House;;;
lagu tarling;Folk;;;
classic tunisian pop;Pop;;;
serbian indie;Pop;;;
san antonio indie;Pop;;;
classic psychedelic rock;Rock;;;
australian post-rock;Rock;;;
ambient dub techno;Dance Music, Techno and House;;;
kritika;Not_assignable;;;
cambodian rock;Rock;;;
oulu indie;Pop;;;
concertina;Not_assignable;;;
canadian classical piano;Classical;;;
finnish choir;Not_assignable;;;
myanmar indie;Pop;;;
zim gospel;Utility;;;
korean metal;Heavy Metal;;;
forest black metal;Heavy Metal;;;
french stoner rock;Rock;;;
triangle indie;Pop;;;
barrelhouse piano;Classical;;;
lute;Not_assignable;;;
ambient fusion;Downtempo and Ambient;;;
nyckelharpa;Not_assignable;;;
music hall;Not_assignable;;;
lovecraftian metal;Heavy Metal;;;
steelpan;Not_assignable;;;
polish ambient;Downtempo and Ambient;;;
tuna estudiantil;Utility;;;
tavern;Not_assignable;;;
irish accordion;Not_assignable;;;
rap paraguayo;Rap and Hip-Hop;;;
palestinian alternative;Not_assignable;;;
hungarian classical performance;Classical;;;
dutch punk;Rock;;;
telugu hip hop;Rap and Hip-Hop;;;
colombian death metal;Heavy Metal;;;
guzheng;Not_assignable;;;
arpa paraguaya;Not_assignable;;;
chamber choir;Classical;;;
emoviolence;Heavy Metal;;;
balinese traditional;Utility;;;
jazz guitar trio;Jazz;;;
chechen pop;Pop;;;
finnish psychedelic rock;Rock;;;
hammered dulcimer;Not_assignable;;;
arpa grande;Latin American music;;;
radio symphony;Classical;;;
lagu manado;Not_assignable;;;
korean jazz;Jazz;;;
bern indie;Pop;;;
firenze indie;Pop;;;
deep vocal house;Dance Music, Techno and House;;;
hull indie;Pop;;;
slovenian indie;Pop;;;
gaita;Not_assignable;;;
lowlands hardcore;Not_assignable;;;
grunge revival;Rock;;;
tsukiuta;Not_assignable;;;
welsh folk;Folk;;;
rap euskera;Rap and Hip-Hop;;;
spanish post-rock;Rock;;;
isle of man indie;Pop;;;
wind symphony;Classical;;;
irish underground rap;Rap and Hip-Hop;;;
israeli punk;Rock;;;
spanish experimental;Not_assignable;;;
cathedral choir;Utility;;;
greek folk;Folk;;;
banda militar;Utility;;;
skiffle;Jazz;;;
estonian folk;Folk;;;
serbian alternative rock;Rock;;;
italian emo;Rock;;;
danish classical;Classical;;;
alaska hip hop;Rap and Hip-Hop;;;
crossover prog;Rock;;;
hjemmesnekk;Not_assignable;;;
traditional funk;R&B;;;
neo-industrial rock;Rock;;;
mexican thrash metal;Heavy Metal;;;
blackened hardcore;Rock;;;
croatian metal;Heavy Metal;;;
vintage norwegian pop;Pop;;;
chant basque;Utility;;;
german orchestra;Classical;;;
downtempo fusion;Downtempo and Ambient;;;
gamelan;Utility;;;
qanun;Not_assignable;;;
musica indigena brasileira;Utility;;;
irish trap;Rap and Hip-Hop;;;
turkmen pop;Pop;;;
black sludge;Rock;;;
northwest china indie;Pop;;;
uk post-metal;Heavy Metal;;;
bogor indie;Pop;;;
french rock-and-roll;Rock;;;
chinese post-rock;Rock;;;
rez country;Country;;;
brazilian lo-fi rock;Rock;;;
montana roots;Not_assignable;;;
inuit pop;Pop;;;
classic bulgarian pop;Pop;;;
finnish experimental;Not_assignable;;;
dark minimal techno;Dance Music, Techno and House;;;
musica purepecha;Latin American music;;;
detskie rasskazy;Not_assignable;;;
hong kong tv drama;Not_assignable;;;
canadian shoegaze;Rock;;;
yoik;Utility;;;
rotterdam indie;Pop;;;
ritual ambient;Downtempo and Ambient;;;
arab metal;Heavy Metal;;;
yu-mex;Latin American music;;;
malaysian metal;Heavy Metal;;;
skweee;Dance Music, Techno and House;;;
latin surf rock;Rock;;;
classical clarinet;Classical;;;
maltese pop;Pop;;;
trikiti;Not_assignable;;;
dutch idol pop;Pop;;;
american classical piano;Classical;;;
cameroonian hip hop;Rap and Hip-Hop;;;
musique peule;Not_assignable;;;
vintage taiwan pop;Pop;;;
french post-rock;Rock;;;
luxembourgian pop;Pop;;;
nz alternative rock;Rock;;;
metal ecuatoriano;Heavy Metal;;;
drone rock;Rock;;;
swedish choir;Not_assignable;;;
grim death metal;Heavy Metal;;;
canberra indie;Pop;;;
coldwave;Rock;;;
modern string quartet;Classical;;;
ngoni;Not_assignable;;;
st petersburg fl indie;Pop;;;
convent;Not_assignable;;;
italian blues;Jazz;;;
swedish pop punk;Rock;;;
deep darkpsy;Dance Music, Techno and House;;;
surabaya indie;Pop;;;
austrian punk;Rock;;;
nubian traditional;Utility;;;
musica sergipana;Not_assignable;;;
west virginia metal;Heavy Metal;;;
japanese concert band;Not_assignable;;;
baton rouge indie;Pop;;;
khmer hip hop;Rap and Hip-Hop;;;
irish fiddle;Utility;;;
bisaya indie;Pop;;;
norwegian techno;Dance Music, Techno and House;;;
mevlevi sufi;Utility;;;
latin shoegaze;Rock;;;
indie poblano;Pop;;;
folk metal latinoamericano;Heavy Metal;;;
rock alagoano;Rock;;;
indie sudcaliforniano;Pop;;;
polish post-rock;Rock;;;
math rock latinoamericano;Rock;;;
japanese classical piano;Classical;;;
italian black metal;Heavy Metal;;;
bulgarian indie;Pop;;;
burkinabe pop;Pop;;;
deep jazz fusion;Jazz;;;
galician indie;Pop;;;
myanmar hip hop;Rap and Hip-Hop;;;
nz punk;Rock;;;
japanese choir;Not_assignable;;;
japanese prog;Rock;;;
cantonese worship;Utility;;;
fuji;Utility;;;
south african modern jazz;Jazz;;;
german shoegaze;Rock;;;
jazz tico;Jazz;;;
experimental dub;Dance Music, Techno and House;;;
taiwan electronic;Dance Music, Techno and House;;;
shoegaze chileno;Rock;;;
finnish rockabilly;Rock;;;
australian classical piano;Classical;;;
belgian post-rock;Rock;;;
sludgecore;Heavy Metal;;;
hungarian contemporary classical;Classical;;;
musica otavalena;Utility;;;
oriental classical;Classical;;;
clap and tap;Utility;;;
nova musica amazonense;Utility;;;
raw black metal;Heavy Metal;;;
future ambient;Downtempo and Ambient;;;
slovenian hip hop;Rap and Hip-Hop;;;
british classical piano;Classical;;;
gumbe;Utility;;;
rominimal;Dance Music, Techno and House;;;
florida hardcore;Not_assignable;;;
cajun;Utility;;;
combos nacionales;Not_assignable;;;
war metal;Heavy Metal;;;
gochiusa;Not_assignable;;;
flick hop;Not_assignable;;;
musica piauiense;Utility;;;
polish experimental electronic;Dance Music, Techno and House;;;
slovenian folk;Folk;;;
new brunswick indie;Pop;;;
trondheim indie;Pop;;;
american orchestra;Classical;;;
romanian metal;Heavy Metal;;;
deep sunset lounge;Lo-Fi;;;
chinese metal;Heavy Metal;;;
chamorro pop;Pop;;;
vaudeville;Classical;;;
baithak gana;Utility;;;
south african metal;Heavy Metal;;;
hungarian classical piano;Classical;;;
tigrigna pop;Pop;;;
australian black metal;Heavy Metal;;;
fort wayne indie;Pop;;;
latvian folk;Folk;;;
new hampshire indie;Pop;;;
disney russian;Not_assignable;;;
spanish psychedelic rock;Rock;;;
magyar musicalek;Not_assignable;;;
byzantine;Not_assignable;;;
brazilian experimental;Not_assignable;;;
irish black metal;Heavy Metal;;;
vintage radio show;Not_assignable;;;
eastern bloc groove;Jazz;;;
stubenmusik;Utility;;;
afghan traditional;Utility;;;
polish techno;Dance Music, Techno and House;;;
fado instrumental;Utility;;;
austrian stoner rock;Rock;;;
jumptek;Dance Music, Techno and House;;;
dark progressive house;Dance Music, Techno and House;;;
finnish hardcore;Not_assignable;;;
tajik pop;Pop;;;
latvian electronic;Dance Music, Techno and House;;;
dansk comedy;Not_assignable;;;
lowercase;Downtempo and Ambient;;;
experimental black metal;Heavy Metal;;;
aberdeen indie;Pop;;;
sotalaulut;Utility;;;
classic latvian pop;Pop;;;
brockton hip hop;Rap and Hip-Hop;;;
arkansas metal;Heavy Metal;;;
jazz chileno;Jazz;;;
chamame brasilero;Utility;;;
musica folk asturiana;Folk;;;
georgian alternative;Not_assignable;;;
rap nortista;Rap and Hip-Hop;;;
sacred steel;Heavy Metal;;;
boeremusiek;Utility;;;
sunset lounge;Lo-Fi;;;
swedish emo;Rock;;;
rap gabonais;Rap and Hip-Hop;;;
vaikiskos dainos;Not_assignable;;;
metal gaucho;Heavy Metal;;;
brazilian metalcore;Heavy Metal;;;
tuvan folk;Folk;;;
starogradska;Utility;;;
portsmouth indie;Pop;;;
vintage spanish pop;Pop;;;
deep italo disco;Dance Music, Techno and House;;;
balalaika;Not_assignable;;;
jazz dominicano;Jazz;;;
ukrainian black metal;Heavy Metal;;;
scottish drill;Rap and Hip-Hop;;;
dortmund indie;Pop;;;
goa trance;Dance Music, Techno and House;;;
oeteldonk;Not_assignable;;;
deep filthstep;Dance Music, Techno and House;;;
abstractro;Not_assignable;;;
viet edm;Dance Music, Techno and House;;;
south african punk;Rock;;;
mexican post-rock;Rock;;;
maghreb;Utility;;;
igbo traditional;Utility;;;
faroese folk;Folk;;;
rap toscana;Rap and Hip-Hop;;;
rap malien;Rap and Hip-Hop;;;
russian thrash metal;Heavy Metal;;;
rock potiguar;Rock;;;
ancient mediterranean;Utility;;;
afro-cuban traditional;Utility;;;
tibetan traditional;Utility;;;
women's choir;Not_assignable;;;
sesotho pop;Pop;;;
finnish electronic;Dance Music, Techno and House;;;
spanish blues;Jazz;;;
utah metal;Heavy Metal;;;
indian ambient;Downtempo and Ambient;;;
indie boliviano;Pop;;;
modern chamber music;Classical;;;
sundanese traditional;Utility;;;
slovenske chvaly;Utility;;;
colombian electronic;Dance Music, Techno and House;;;
avant-rock;Rock;;;
sarod;Not_assignable;;;
italian progressive metal;Heavy Metal;;;
raga rock;Rock;;;
rock catracho;Rock;;;
trekkspill;Not_assignable;;;
wuhan indie;Pop;;;
greek punk;Rock;;;
cifteli;Not_assignable;;;
brass quintet;Classical;;;
skinhead oi;Rock;;;
indonesian neo-psychedelia;Rock;;;
neo-proto;Rock;;;
ryukoka;Pop;;;
dragspel;Not_assignable;;;
italian doom metal;Heavy Metal;;;
medieval ensemble;Classical;;;
chinese classical;Utility;;;
volkstumliche musik;Utility;;;
norwegian blues;Jazz;;;
sambalpuri pop;Pop;;;
edinburgh metal;Heavy Metal;;;
deep g funk;R&B;;;
northamptonshire indie;Pop;;;
musique ancienne;Classical;;;
indie paraense;Pop;;;
cuban electronic;Dance Music, Techno and House;;;
israeli classical piano;Classical;;;
classical countertenor;Classical;;;
instrumental death metal;Heavy Metal;;;
australian hardcore;Not_assignable;;;
piada;Not_assignable;;;
grisly death metal;Heavy Metal;;;
serbian folk;Folk;;;
hardingfele;Not_assignable;;;
italian hardcore;Not_assignable;;;
japanese orchestra;Classical;;;
rwandan hip hop;Rap and Hip-Hop;;;
tamburica;Not_assignable;;;
malawian pop;Pop;;;
sufi chant;Utility;;;
wisconsin metal;Heavy Metal;;;
irish contemporary classical;Classical;;;
caucasian classical piano;Classical;;;
neo-trad prog;Rock;;;
deep indie singer-songwriter;Not_assignable;;;
indie psychedelic rock;Rock;;;
medimeisterschaften;Not_assignable;;;
mento;Utility;;;
power electronics;Dance Music, Techno and House;;;
fisarmonica;Classical;;;
brazilian stoner rock;Rock;;;
german choir;Not_assignable;;;
swedish contemporary classical;Classical;;;
russian choir;Not_assignable;;;
turkish death metal;Heavy Metal;;;
swiss punk;Rock;;;
tarantella;Utility;;;
australian shoegaze;Rock;;;
gypsy;Utility;;;
classical mezzo-soprano;Classical;;;
tabla;Not_assignable;;;
igbo worship;Utility;;;
dutch stoner rock;Rock;;;
brazilian black metal;Heavy Metal;;;
kannada bhava geethe;Not_assignable;;;
bernu dziesmas;Not_assignable;;;
musique concrete;Dance Music, Techno and House;;;
musica prehispanica;Utility;;;
dutch underground hip hop;Rap and Hip-Hop;;;
south sudanese pop;Pop;;;
leon gto indie;Pop;;;
historic piano performance;Classical;;;
classical accordion;Classical;;;
russian orchestra;Classical;;;
korean classical performance;Utility;;;
deep free jazz;Jazz;;;
taiko;Not_assignable;;;
jazz colombiano;Jazz;;;
svensk indie;Pop;;;
norwegian choir;Not_assignable;;;
candombe;Not_assignable;;;
russian screamo;Rock;;;
liberian pop;Pop;;;
anime game;Not_assignable;;;
luxembourgian hip hop;Rap and Hip-Hop;;;
hula;Utility;;;
dutch punk rock;Rock;;;
american early music;Classical;;;
rwandan gospel;Utility;;;
euro hi-nrg;Dance Music, Techno and House;;;
jugendchor;Not_assignable;;;
dutch folk;Folk;;;
mountain dulcimer;Not_assignable;;;
venda rap;Rap and Hip-Hop;;;
pilates;Not_assignable;;;
traditional southern folk;Folk;;;
neo honky tonk;Country;;;
colombian hardcore;Not_assignable;;;
welsh choir;Not_assignable;;;
minimal synth;Pop;;;
latin american classical piano;Classical;;;
rock sergipano;Rock;;;
hungarian black metal;Heavy Metal;;;
electroacoustic improvisation;Dance Music, Techno and House;;;
melodic progressive metal;Heavy Metal;;;
veena;Not_assignable;;;
australian thrash metal;Heavy Metal;;;
utapri;Not_assignable;;;
russian jazz;Jazz;;;
modern electroacoustic;Dance Music, Techno and House;;;
italian soprano;Classical;;;
latin american heavy psych;Rock;;;
poetry;Not_assignable;;;
post-punk brasileiro;Rock;;;
deep southern soul;R&B;;;
taraneem;Not_assignable;;;
circassian folk;Folk;;;
russian black metal;Heavy Metal;;;
koto;Not_assignable;;;
saraiki pop;Pop;;;
classical bass;Classical;;;
guatemalan metal;Heavy Metal;;;
musica madeirense;Utility;;;
clawhammer banjo;Not_assignable;;;
irish flute;Not_assignable;;;
indie hidrocalido;Pop;;;
xenharmonic;Not_assignable;;;
experimental percussion;Not_assignable;;;
french renaissance;Classical;;;
chinese experimental;Not_assignable;;;
disney portugues;Not_assignable;;;
vintage hawaiian;Utility;;;
christian thrash metal;Heavy Metal;;;
mexican techno;Dance Music, Techno and House;;;
russian death metal;Heavy Metal;;;
umea indie;Pop;;;
namibian pop;Pop;;;
bolivian metal;Heavy Metal;;;
nagpuri pop;Pop;;;
polish classical piano;Classical;;;
mainland se asia metal;Heavy Metal;;;
musica brasiliense;Not_assignable;;;
spanish classical piano;Classical;;;
indie arequipeno;Pop;;;
men's choir;Not_assignable;;;
indonesian shoegaze;Rock;;;
swiss experimental;Not_assignable;;;
georgian folk;Folk;;;
croatian electronic;Dance Music, Techno and House;;;
western ny metal;Heavy Metal;;;
galway indie;Pop;;;
romanian black metal;Heavy Metal;;;
belgian punk;Rock;;;
paracana;Not_assignable;;;
irish ballad;Not_assignable;;;
deep vocal jazz;Jazz;;;
streichquartett;Classical;;;
hardcore breaks;Dance Music, Techno and House;;;
diy pop punk;Rock;;;
guatemalan indie;Pop;;;
cape breton indie;Pop;;;
brazilian rockabilly;Rock;;;
danish folk;Folk;;;
tar;Not_assignable;;;
indian instrumental rock;Rock;;;
colombian black metal;Heavy Metal;;;
traditional reggae;Reggae;;;
yuri;Not_assignable;;;
scottish jazz;Jazz;;;
trio cubano;Latin American music;;;
deep classic garage rock;Rock;;;
indie hidalguense;Pop;;;
deep northern soul;R&B;;;
spanish baroque;Classical;;;
alpenpanorama;Utility;;;
afrikaans gospel;Utility;;;
malagasy folk;Folk;;;
salon music;Not_assignable;;;
belarusian metal;Heavy Metal;;;
canzone siciliane;Utility;;;
austrian classical piano;Classical;;;
irish gaelic folk;Folk;;;
rap mocambicana;Rap and Hip-Hop;;;
turkish experimental;Not_assignable;;;
musica menorquina;Not_assignable;;;
bulgarian folk;Folk;;;
mathgrind;Rock;;;
marrabenta;Pop;;;
italian occult psychedelia;Rock;;;
molam;Utility;;;
noise;Pop;;;
baroque singing;Classical;;;
guggenmusik;Utility;;;
musica rondoniense;Not_assignable;;;
delaware indie;Pop;;;
french folk;Folk;;;
musica acoriana;Not_assignable;;;
hakkapop;Pop;;;
wrock;Rock;;;
swedish grindcore;Rock;;;
demoscene;Not_assignable;;;
nyahbinghi;Utility;;;
rock nica;Rock;;;
indonesian experimental;Not_assignable;;;
rock progresivo mexicano;Rock;;;
swazi pop;Pop;;;
garifuna folk;Folk;;;
balafon;Not_assignable;;;
french experimental rock;Rock;;;
scottish smallpipe;Not_assignable;;;
himalayan folk;Folk;;;
classical flute;Classical;;;
experimental big band;Not_assignable;;;
lithuanian folk;Folk;;;
senegalese traditional;Utility;;;
musique mauritanienne;Utility;;;
folclore portugues;Utility;;;
kinderliedjies;Not_assignable;;;
bahamian folk;Folk;;;
rajasthani folk;Folk;;;
vintage finnish jazz;Jazz;;;
south asian metal;Heavy Metal;;;
konkani pop;Pop;;;
new jack smooth;Jazz;;;
trap kreyol;Rap and Hip-Hop;;;
botswana pop;Pop;;;
singaporean punk;Rock;;;
c64;Not_assignable;;;
malang punk;Rock;;;
terrorcore;Dance Music, Techno and House;;;
irish experimental electronic;Dance Music, Techno and House;;;
occult black metal;Heavy Metal;;;
muzica ardeleneasca;Utility;;;
zither;Not_assignable;;;
arab experimental;Not_assignable;;;
estonian metal;Heavy Metal;;;
danish electro;Dance Music, Techno and House;;;
beat poetry;Not_assignable;;;
folk cantabria;Folk;;;
neo soul-jazz;Jazz;;;
grunge brasileiro;Rock;;;
early french punk;Rock;;;
oromo pop;Pop;;;
classical percussion;Classical;;;
rock in opposition;Rock;;;
nhac thieu nhi;Not_assignable;;;
iranian experimental;Not_assignable;;;
historic classical performance;Classical;;;
musica ecuatoguineana;Utility;;;
folclore castilla y leon;Utility;;;
german contemporary classical;Classical;;;
blues band;Jazz;;;
deep funk house;Dance Music, Techno and House;;;
rock pernambucano;Rock;;;
horror punk brasileiro;Rock;;;
experimental dubstep;Dance Music, Techno and House;;;
brazilian contemporary classical;Classical;;;
normal indie;Pop;;;
industrial noise;Industrial and Gothic;;;
barockinterpreten;Classical;;;
odia bhajan;Utility;;;
dutch contemporary classical;Classical;;;
chinese post-punk;Rock;;;
korean punk;Rock;;;
pipa;Utility;;;
coptic hymn;Utility;;;
classical baritone;Classical;;;
modern performance;Not_assignable;;;
lincoln ne indie;Pop;;;
idaho hip hop;Rap and Hip-Hop;;;
greek jazz;Jazz;;;
guitarra portuguesa;Utility;;;
deep full on;Not_assignable;;;
italian modern prog;Rock;;;
indie trujillano;Pop;;;
sardinia indie;Pop;;;
alternative metalcore;Heavy Metal;;;
belgian stoner rock;Rock;;;
georgian electronic;Dance Music, Techno and House;;;
thrash-groove metal;Heavy Metal;;;
australian rockabilly;Rock;;;
tuna;Utility;;;
post-punk colombiano;Rock;;;
canadian stoner rock;Rock;;;
rap alagoano;Rap and Hip-Hop;;;
brazilian heavy metal;Heavy Metal;;;
electroacoustic composition;Dance Music, Techno and House;;;
japanese hardcore;Not_assignable;;;
synthetic classical;Classical;;;
macedonian indie;Pop;;;
chinese new year;Not_assignable;;;
chinese punk;Rock;;;
musica campineira;Not_assignable;;;
autoharp;Folk;;;
danish choir;Not_assignable;;;
finnish techno;Dance Music, Techno and House;;;
danish hardcore;Not_assignable;;;
chhattisgarhi pop;Pop;;;
pontian folk;Folk;;;
marathi hip hop;Rap and Hip-Hop;;;
organic ambient;Downtempo and Ambient;;;
rock catarinense;Rock;;;
portuguese death metal;Heavy Metal;;;
theremin;Not_assignable;;;
nordic orchestra;Classical;;;
deep punk rock;Rock;;;
deep active rock;Rock;;;
zeuhl;Rock;;;
eletronica underground brasileira;Dance Music, Techno and House;;;
japanese buddhist chant;Utility;;;
vintage country folk;Folk;;;
vintage classical singing;Classical;;;
metal salvadoreno;Heavy Metal;;;
andalusian classical;Utility;;;
christian symphonic metal;Heavy Metal;;;
rap paraense;Rap and Hip-Hop;;;
deep swedish rock;Rock;;;
new england experimental;Not_assignable;;;
soda pop;Pop;;;
spoken word;Rap and Hip-Hop;;;
metal noir quebecois;Heavy Metal;;;
musica caririense;Not_assignable;;;
chill groove;Lo-Fi;;;
tongan pop;Pop;;;
italian baroque ensemble;Classical;;;
spanish stoner rock;Rock;;;
syro-aramaic chant;Utility;;;
oratory;Not_assignable;;;
rock dominicano;Rock;;;
orkney and shetland folk;Folk;;;
hangoskonyvek;Not_assignable;;;
polynesian traditional;Utility;;;
bhutanese pop;Pop;;;
gotico brasileiro;Industrial and Gothic;;;
dutch experimental;Not_assignable;;;
neo-trad doom metal;Heavy Metal;;;
orquesta cubana;Classical;;;
saxony metal;Heavy Metal;;;
sulawesi indie;Pop;;;
vintage swing;Jazz;;;
dhrupad;Utility;;;
kapa haka;Utility;;;
rock sul-mato-grossense;Rock;;;
indian techno;Dance Music, Techno and House;;;
classic konkani pop;Pop;;;
rakugo;Utility;;;
marimba;Not_assignable;;;
pinoy traditional;Not_assignable;;;
bulgarian metal;Heavy Metal;;;
koledy;Utility;;;
slash punk;Rock;;;
deep hardcore;Not_assignable;;;
