Position;Songtitel;Künstler;Streams;Datum;Genre;Jahr;Monat;Tag;Anzahl der Genre;Genre 1;Genre 2;Genre 3;Genre 4;Genre 5;Genre 6;Genre 7;Genre 8;Genre 9;Genre 10;Classical;Country;Dance Music, Techno and House;Downtempo and Ambient;Folk;Heavy Metal;Industrial and Gothic;Jazz;Latin American music;Lo-Fi;Pop;R&B;Rap and Hip-Hop;Reggae;Rock;Utility;World
1;Dance Monkey;Tones And I;6417982;2019-11-01;;2019;11;1;2;australian pop;pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2;Lose You To Love Me;Selena Gomez;5165054;2019-11-01;;2019;11;1;3;pop;post-teen pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3;Memories;Maroon 5;4404356;2019-11-01;;2019;11;1;2;pop;pop rock;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
4;Circles;Post Malone;4400970;2019-11-01;;2019;11;1;3;dfw rap;melodic rap;rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
5;HIGHEST IN THE ROOM;Travis Scott;4041248;2019-11-01;;2019;11;1;2;slap house;rap;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6;Señorita;Shawn Mendes;3682231;2019-11-01;;2019;11;1;5;pop;canadian pop;viral pop;post-teen pop;dance pop;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
7;Don't Start Now;Dua Lipa;3430185;2019-11-01;;2019;11;1;3;uk pop;pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
8;Someone You Loved;Lewis Capaldi;3425277;2019-11-01;;2019;11;1;2;uk pop;pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
9;Follow God;Kanye West;3020976;2019-11-01;;2019;11;1;2;chicago rap;rap;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
10;hot girl bummer;blackbear;2921542;2019-11-01;;2019;11;1;4;pop rap;pop;electropop;modern rock;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
11;RITMO (Bad Boys For Life);Black Eyed Peas;2744207;2019-11-01;;2019;11;1;3;dance pop;pop rap;pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
12;10,000 Hours (with Justin Bieber);Dan + Shay;2510212;2019-11-01;;2019;11;1;3;contemporary country;country;pop;;;;;;;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13;Beautiful People (feat. Khalid);Ed Sheeran;2475264;2019-11-01;;2019;11;1;2;uk pop;pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14;Ride It;Regard;2473171;2019-11-01;;2019;11;1;6;slap house;pop dance;tropical house;edm;dance pop;pop edm;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
15;bad guy;Billie Eilish;2461678;2019-11-01;;2019;11;1;2;pop;electropop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
16;Look At Her Now;Selena Gomez;2444483;2019-11-01;;2019;11;1;3;pop;post-teen pop;dance pop;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
17;China;Anuel AA;2438587;2019-11-01;;2019;11;1;5;trap boricua;trap latino;reggaeton;reggaeton flow;latin;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
18;Bandit (with YoungBoy Never Broke Again);Juice WRLD;2322805;2019-11-01;;2019;11;1;2;melodic rap;chicago rap;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
19;How Do You Sleep?;Sam Smith;2289455;2019-11-01;;2019;11;1;4;pop;uk pop;post-teen pop;dance pop;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
20;Lights Up;Harry Styles;2238027;2019-11-01;;2019;11;1;2;pop;post-teen pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
21;Lalala;Y2K;2111878;2019-11-01;;2019;11;1;1;pop rap;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
22;Trampoline (with ZAYN);SHAED;1966940;2019-11-01;;2019;11;1;2;electropop;pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
23;I Don't Care (with Justin Bieber);Ed Sheeran;1957351;2019-11-01;;2019;11;1;2;uk pop;pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
24;Goodbyes (Feat. Young Thug);Post Malone;1946569;2019-11-01;;2019;11;1;3;dfw rap;melodic rap;rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
25;South of the Border (feat. Camila Cabello & Cardi B);Ed Sheeran;1943881;2019-11-01;;2019;11;1;2;uk pop;pop;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
26;Liar;Camila Cabello;1935377;2019-11-01;;2019;11;1;4;pop;post-teen pop;dance pop;electropop;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
27;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;1916209;2019-11-01;;2019;11;1;3;dfw rap;melodic rap;rap;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
28;Good as Hell (feat. Ariana Grande) - Remix;Lizzo;1915350;2019-11-01;;2019;11;1;7;minnesota hip hop;pop;trap queen;pop rap;escape room;dance pop;post-teen pop;;;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
